0	0.746092	0.955759	0.860797	0.899032	0.953209	0.944245	0.938057	0.910895	0.846251	0.869765	0.981324	0.864999	0.868564	0.893797	0.835086	0.856205	0.968414	0.980435	0.921959	0.9412	0.942644	0.937768	0.918135	0.704538	0.876201	0.91407	0.940438	0.949105	0.895225	0.898988	0.126756	0.187161	0.0484586	0.0926959	0.118199	0.0566026	0.0139088	0.267859	0.0719336	0.0941713	0.153564	0.0642087	0.0498043	0.219108	0.273828	0.191384	0.0476433	0.22232	0.0683226	0.00906628	0.0438293	0.113292	0.0658126	0.123273	0.287432	0.11183	0.0728422	0.0231839	0.0417896	0.0851916	0.117194	
1	0.899816	0.951761	0.893691	0.93704	0.960099	0.940218	0.938459	0.98028	0.901939	0.942164	0.987703	0.914082	0.750154	0.907519	0.971753	0.873012	0.936462	0.983965	0.959207	0.943614	0.925589	0.951825	0.94343	0.955323	0.879952	0.876697	0.971906	0.968318	0.90302	0.917449	0.0425209	0.098353	0.0483735	0.0425419	0.0398691	0.0637505	0.0333631	0.0525662	0.0217157	0.137152	0.0216103	0.10474	0.034459	0.0473063	0.0420537	0.0523178	0.0363588	0.0700981	0.072155	0.0550149	0.0343714	0.050369	0.0354156	0.0497561	0.083399	0.0229647	0.129952	0.229699	0.0863428	0.0818172	0.0448231	
2	0.937551	0.955948	0.866021	0.949257	0.958823	0.972549	0.981865	0.955722	0.948386	0.962534	0.965663	0.950231	0.94378	0.954019	0.90338	0.934941	0.950573	0.965266	0.962574	0.968694	0.903204	0.951194	0.951326	0.916812	0.97032	0.876149	0.974875	0.960461	0.858093	0.92473	0.060761	0.0559047	0.0270384	0.0605271	0.044083	0.095288	0.0304179	0.0256166	0.0558218	0.0398736	0.0401663	0.0668369	0.0388778	0.0494326	0.0251241	0.0831151	0.0860414	0.059276	0.0443702	0.0461303	0.0272278	0.0347262	0.0220365	0.116841	0.0381349	0.0559574	0.0791667	0.0748742	0.0804733	0.0872995	0.0416566	
3	0.93978	0.944256	0.935959	0.932209	0.956542	0.926502	0.966026	0.937651	0.910542	0.931838	0.962676	0.963692	0.927494	0.948618	0.952059	0.942744	0.941332	0.954412	0.95416	0.962179	0.94048	0.935214	0.896494	0.9337	0.960112	0.9313	0.953499	0.947299	0.939588	0.923505	0.0347263	0.0455451	0.0432113	0.0531313	0.0626425	0.0586894	0.0837301	0.0540894	0.0408646	0.0562319	0.0738178	0.0332964	0.0461861	0.0552779	0.0449222	0.0778154	0.0743408	0.0311692	0.0489724	0.0747412	0.0442981	0.0618978	0.0786692	0.0665189	0.047232	0.0459911	0.0788006	0.0656605	0.0720321	0.0370895	0.0671098	
4	0.952934	0.929737	0.953851	0.904233	0.942034	0.941464	0.927829	0.94218	0.921602	0.925649	0.944278	0.954758	0.955384	0.946428	0.939666	0.941588	0.943077	0.957145	0.94042	0.951137	0.938614	0.955498	0.938641	0.954713	0.960676	0.921237	0.914515	0.953196	0.957028	0.950103	0.0505952	0.0391197	0.0394432	0.0628181	0.0490786	0.0612022	0.053577	0.037943	0.0594234	0.0661421	0.0561624	0.0358332	0.060972	0.0547968	0.040121	0.0557697	0.0649941	0.0403822	0.0512159	0.0718197	0.0770244	0.062299	0.0589988	0.0620608	0.0389298	0.0484041	0.0538719	0.0658019	0.0685158	0.0635871	0.0656185	
5	0.952499	0.9409	0.962904	0.917897	0.952571	0.94475	0.925657	0.948892	0.928075	0.92747	0.943523	0.947668	0.960641	0.950967	0.942714	0.934082	0.946829	0.940415	0.935253	0.948187	0.948119	0.939053	0.93921	0.961718	0.944698	0.918963	0.918794	0.945543	0.959998	0.946904	0.0557372	0.0473283	0.0507007	0.0487031	0.060187	0.0592748	0.062094	0.0399482	0.0576779	0.063341	0.0603078	0.0423571	0.0634419	0.061794	0.041469	0.0512264	0.0571059	0.0462772	0.0561653	0.0675196	0.0833916	0.0720927	0.0584057	0.0536474	0.0321446	0.0527163	0.0488042	0.0664488	0.0487169	0.0674095	0.0611961	
6	0.95097	0.94392	0.963527	0.92488	0.948376	0.939344	0.935212	0.941308	0.940875	0.944523	0.937422	0.942547	0.962807	0.950749	0.932588	0.936884	0.937533	0.930072	0.937043	0.94556	0.944693	0.935034	0.945503	0.953377	0.936777	0.932605	0.92504	0.939348	0.954213	0.945193	0.0610959	0.0454401	0.0542392	0.055603	0.0558948	0.0551228	0.0619355	0.0378785	0.0669663	0.0525478	0.0558465	0.0476911	0.0694891	0.0561816	0.0377158	0.0504208	0.0539367	0.051282	0.049439	0.0657412	0.0750474	0.0650384	0.0486876	0.0565991	0.0289701	0.0560965	0.0530107	0.0577113	0.0469809	0.0598836	0.0494193	
7	0.950377	0.941676	0.965531	0.934764	0.946744	0.940322	0.94399	0.938425	0.945209	0.947211	0.937008	0.942106	0.961158	0.953952	0.933913	0.933678	0.933066	0.923601	0.941979	0.941639	0.941672	0.927309	0.943188	0.954931	0.931023	0.940737	0.932449	0.937439	0.948547	0.943575	0.0596798	0.0501433	0.0634859	0.0580241	0.0636492	0.0565842	0.0681706	0.0410176	0.0657115	0.0496159	0.0629219	0.0501153	0.0657659	0.0599722	0.0357472	0.0500888	0.0536333	0.0487484	0.0574077	0.065914	0.0640266	0.0685917	0.0545286	0.0485145	0.0320787	0.0601324	0.0563488	0.0582044	0.0524244	0.0526708	0.0500074	
8	0.956297	0.939095	0.963987	0.933132	0.944214	0.936356	0.936731	0.942257	0.943903	0.942843	0.931904	0.939475	0.95847	0.946352	0.934728	0.939644	0.932807	0.928076	0.936432	0.936698	0.943279	0.934289	0.95005	0.954303	0.936353	0.939682	0.926426	0.941906	0.951294	0.948858	0.057275	0.0480243	0.0615907	0.0604563	0.0684562	0.0521738	0.0656045	0.0400823	0.0639151	0.0556027	0.0614209	0.0537999	0.0608064	0.0580424	0.0390502	0.0514856	0.0572499	0.0482603	0.0587362	0.0665865	0.0633909	0.060337	0.0550184	0.0458391	0.0314503	0.0608913	0.0487809	0.0565179	0.0573107	0.0519016	0.0506269	
9	0.955915	0.941871	0.968049	0.933632	0.942583	0.93578	0.93385	0.940375	0.941666	0.94403	0.925831	0.938578	0.955998	0.95017	0.931051	0.940333	0.934905	0.926504	0.934355	0.935715	0.942786	0.933046	0.94864	0.954175	0.934074	0.9424	0.930031	0.942584	0.951053	0.948984	0.0575216	0.0449193	0.0616206	0.0533947	0.0674781	0.0529498	0.067424	0.0425806	0.0621025	0.0545028	0.0613751	0.0549849	0.0619217	0.053715	0.0381797	0.050504	0.0538049	0.0475708	0.0583456	0.0628503	0.0680748	0.0630518	0.0533533	0.0498854	0.0326978	0.0615716	0.0442939	0.0541318	0.0590204	0.0536167	0.0497894	
